/*
本文件为对所有语料中实体对的数量进行统计。最右侧数值表示同一个实体对出现的句子数量，建议采用基于远程监督的关系抽取方法学习语义关系
本数据集版权由csdn博主【华师数据学院·王嘉宁】所有，如若您的科研、毕设等中使用本数据集，请在您的科研成果或论文中引用该博文：https://blog.csdn.net/qq_36426650/article/details/87719204。
本数据集因主要爬取百度百科、互动百科和博客园，因此仅供科研使用，禁止任何形式的商业行为。
*/
[entity_pair_id] [entity1] [entity2] [sample_num]
4051 结点 指示器 4
4052 指针域 数组 4
4053 根结点 双亲 16
4054 链表 孩子结点 7
4055 指针域 结点 53
4056 集合 左子树 5
4057 度 右子树 2
4058 二叉树 双亲 10
4059 存储结构 完全二叉树 11
4060 二叉链表 链式存储结构 1
4061 后序遍历 遍历 55
4062 层序遍历 结点 12
4063 空指针 结点 14
4064 二叉树 字符 5
4065 链表 指针域 22
4066 二叉树 指针域 10
4067 右孩子 指针 23
4068 空指针 线索 1
4069 修改 空指针 5
4070 线索二叉树 时间复杂度 1
4071 二叉树 前驱 3
4072 森林 二叉树 60
4073 二叉树 右孩子 36
4074 二叉树 森林 59
4075 删除 右孩子 24
4076 先序遍历 根结点 21
4077 遍历 子树 35
4078 遍历 森林 10
4079 编码 叶子结点 9
4080 路径 编码 22
4081 根结点 数组 49
4082 子树 记录 5
4083 路径 模式串 2
4084 割边 连通图 4
4085 结点 取模 1
4086 数组 取模 26
4087 链地址法 散列 21
4088 链表 时间复杂度 58
4089 链表 红黑树 60
4090 数组 负载因子 10
4091 散列 红黑树 52
4092 数据 二叉树 21
4093 数据元素 顺序表 10
4094 顺序表 索引 6
4095 数据 顺序表 19
4096 路径 链表 1
4097 二叉排序树 集合 7
4098 检索 时间复杂度 60
4099 删除 单向链表 23
4100 二叉排序树 伸展树 3
4101 时间复杂度 二叉排序树 2
4102 数据结构 伸展树 4
4103 数据 中序遍历 6
4104 父结点 右孩子 60
4105 记录 询问 5
4106 子图 算法 9
4107 中缀表达式 表达式 60
4108 运算符 进栈 60
4109 运算符 栈顶 43
4110 元素 中缀表达式 3
4111 输出 中缀表达式 2
4112 索引 算法 60
4113 文件 索引文件 41
4114 元素 栈底 10
4115 数据类型 记录 7
4116 活动 变量 44
4117 变量 活动 41
4118 活动 检索 7
4119 深度 输入 28
4120 字符 路径 21
4121 路径 输出 43
4122 子树 祖先 22
4123 0 1背包问题 2
4124 深度 回溯法 6
4125 根结点 回溯法 3
4126 递归 回溯法 13
4127 N叉树 递归 1
4128 叶子结点 输出 18
4129 回溯法 数据结构 3
4130 遍历 子集 26
4131 可行性 元素 1
4132 符号表 检索 14
4133 符号表 结点 2
4134 递归 检索 60
4135 整型 参数 13
4136 删除 路径 52
4137 检索 中序遍历 8
4138 检索 参数 33
4139 单向循环链表 单向链表 4
4140 链表 树形结构 5
4141 变量名 文件 5
4142 输入 修改 21
4143 参数 路径 60
4144 变量 删除 60
4145 变量名 空串 1
4146 集合 循环语句 1
4147 引用 编码 7
4148 内存 删除 51
4149 引用 队列 60
4150 引用 活动 13
4151 集合 二叉树 28
4152 结点 出度 47
4153 父结点 入度 1
4154 入度 二叉树 2
4155 二叉树 出度 4
4156 完全二叉树 数组 59
4157 结点 双向链表 27
4158 递归 出栈 6
4159 先序遍历 结点 16
4160 层序遍历 树形结构 1
4161 递归 完全二叉树 1
4162 层序遍历 队列 13
4163 队列 遍历 30
4164 二叉树 广度优先遍历 7
4165 先序遍历 关键字 1
4166 中序遍历 数据 2
4167 二叉树 查找效率 8
4168 中序遍历 遍历 60
4169 根结点 赋值 8
4170 插入 先序遍历 1
4171 元素 二叉排序树 5
4172 元素 折半查找 25
4173 折半查找 数据 18
4174 删除 前驱 25
4175 前驱 父结点 1
4176 二叉树 平衡二叉树 49
4177 时间复杂度 频度 26
4178 快速排序 归并排序 50
4179 插入 编译 9
4180 内存 后进先出 6
4181 出栈 程序 10
4182 栈底 内存地址 1
4183 递归 栈顶 9
4184 程序 压栈 11
4185 递归 变量 50
4186 参数 编译 60
4187 压栈 出栈 40
4188 索引 程序 50
4189 单向链表 指针域 12
4190 队列 优先队列 18
4191 链表 赋值 9
4192 进栈 链表 3
4193 字符串 二叉树 6
4194 记录 单向链表 11
4195 遍历 记录 60
4196 遍历 双向链表 6
4197 折半查找 时间复杂度 57
4198 叶子结点 记录 60
4199 树形结构 索引 3
4200 编码 索引 5
4201 索引 表达式 16
4202 头结点 记录 4
4203 内存 存储密度 2
4204 链表 存储密度 2
4205 元素 存储密度 4
4206 链式存储结构 顺序存取 1
4207 字符串 元素 60
4208 变量名 字符串 8
4209 数据 整型 36
4210 弗洛伊德算法 有向图 3
4211 邻接矩阵 记录 8
4212 数组 顺序查找 10
4213 无向图 数组 11
4214 最短路径 数组 13
4215 数据类型 浮点型 12
4216 链表 静态链表 14
4217 数组 线性链表 3
4218 指针 链式存储结构 1
4219 链表结构 结点 3
4220 编译 插入 28
4221 赋值 输入 15
4222 字典 记录 8
4223 删除 散列 22
4224 内存 边界标识法 1
4225 排序 程序 60
4226 排序 正确性 8
4227 关键字 修改 42
4228 集合 数据类型 48
4229 AC自动机 前缀树 6
4230 模式串 记录 4
4231 模式匹配 后缀树 3
4232 后缀树 模式串 1
4233 算法 模式串 45
4234 后缀树 前缀树 5
4235 后缀树 压缩存储 1
4236 压缩存储 后缀树 1
4237 后缀树 结点 30
4238 后缀树 叶子结点 2
4239 操作数 编译 8
4240 程序 运算符 25
4241 数据类型 操作数 5
4242 数值计算 数据类型 1
4243 操作数 变量 21
4244 运算符 字符串 58
4245 索引 遍历 60
4246 数据类型 索引 56
4247 输出 索引 17
4248 递归函数 修改 5
4249 先进先出 线性表 23
4250 二叉树 双向链表 10
4251 队列 时间复杂度 20
4252 队列 参数 25
4253 参数 字典 26
4254 修改 父结点 19
4255 参数 数据结构 8
4256 物理结构 线性结构 1
4257 元素 线性表 60
4258 物理结构 存储结构 13
4259 顺序表 线性表 17
4260 存储结构 删除 6
4261 单向链表 线性表 4
4262 左子树 中序遍历 16
4263 左孩子 根结点 33
4264 左子树 先序遍历 8
4265 根结点 递归 41
4266 后序遍历 先序遍历 5
4267 数组 稀疏矩阵 4
4268 AC自动机 结点 17
4269 模式串 询问 1
4270 AC自动机 子串 1
4271 子串 模式串 15
4272 AC自动机 数组 3
4273 AC自动机 模式串 10
4274 AC自动机 指针 23
4275 形式参数 编译 10
4276 队列 存储结构 33
4277 数据 入队 10
4278 输入 入队 2
4279 输入 队头 1
4280 字符型 关键字 2
4281 直接插入排序 起泡排序 8
4282 起泡排序 基数排序 5
4283 堆排序 归并排序 19
4284 堆排序 内存 10
4285 归并排序 插入排序 9
4286 内存 归并排序 14
4287 插入 选择排序 21
4288 直接插入排序 记录 40
4289 检索 哈希表 42
4290 遍历 数据项 5
4291 数组 哈希函数 27
4292 映像 哈希函数 1
4293 记录 哈希地址 11
4294 记录 冲突 29
4295 集合 哈希表 13
4296 程序 哈希表 12
4297 哈希函数 映像 4
4298 哈希表 映像 1
4299 哈希地址 折叠法 3
4300 记录 线性链表 6
4301 字典 字符串 60
4302 文件 字典 15
4303 递归 字符串 27
4304 路径压缩 算法 40
4305 正确性 路径 2
4306 可行性 剪枝 16
4307 内存 记录 60
4308 败者树 数组 6
4309 记录 败者树 9
4310 数据 归并排序 14
4311 哨兵 程序 1
4312 活动 删除 1
4313 无向边 有向边 17
4314 无向边 输出 4
4315 修改 连通分量 1
4316 子集 数据 30
4317 等价类 数据 49
4318 树形结构 遍历 3
4319 排序 数据类型 3
4320 顺序结构 时间复杂度 6
4321 最短路径 弗洛伊德算法 5
4322 正则表达式 输入 10
4323 参数 正则表达式 23
4324 正则表达式 参数 13
4325 森林 中序遍历 8
4326 检索 常量 9
4327 常量 哈希地址 1
4328 关键字 直接定址法 1
4329 平方取中法 随机数法 1
4330 关键字 单向链表 7
4331 查找表 查找效率 2
4332 单向链表 装填因子 1
4333 递归算法 递归 40
4334 递归算法 内存 2
4335 顺序查找 存储结构 5
4336 顺序查找 关键字 6
4337 顺序查找 平均查找长度 5
4338 查找效率 顺序查找 6
4339 红黑树 散列 18
4340 左孩子 插入 10
4341 子树 左孩子 8
4342 插入 根结点 60
4343 插入 父结点 60
4344 右孩子 父结点 25
4345 删除 左孩子 18
4346 父结点 右子树 11
4347 兄弟结点 右孩子 14
4348 希尔排序 伪代码 1
4349 记录 希尔排序 2
4350 选择排序 伪代码 2
4351 关键字 孩子结点 6
4352 起泡排序 记录 9
4353 起泡排序 伪代码 2
4354 数据 起泡排序 22
4355 快速排序 遍历 6
4356 元素 快速排序 51
4357 归并排序 递归算法 1
4358 归并排序 空间复杂度 12
4359 单向链表 遍历 31
4360 双向链表 删除 32
4361 头结点 循环链表 10
4362 链表 算法 31
4363 变量 链表结构 1
4364 链表 散列 60
4365 操作数 程序 16
4366 赋值语句 常量 2
4367 内存 变量名 10
4368 内存地址 常量 4
4369 栈底 删除 1
4370 栈顶 数据 26
4371 删除 排序 39
4372 存储结构 文件 7
4373 哈夫曼编码 数据 13
4374 时间复杂度 数组 41
4375 删除 连通分量 12
4376 连通图 简单环 2
4377 深度优先遍历 割点 16
4378 删除 子图 10
4379 元素 空间复杂度 13
4380 取模 元素 11
4381 元素 顺序表 20
4382 记录 时间复杂度 37
4383 链表 内存 60
4384 散列 内存 57
4385 压缩存储 算法 2
4386 字典 哈希表 35
4387 链地址法 冲突 50
4388 结点 链地址法 6
4389 字典 散列 14
4390 集合 字典 29
4391 时间复杂度 平衡二叉树 6
4392 输入 叶子结点 6
4393 输入 链表 40
4394 检索 叶子结点 60
4395 父结点 关键字 22
4396 兄弟结点 双亲结点 11
4397 算法 子树 23
4398 递归 剪枝 6
4399 剪枝 伪代码 3
4400 遍历 参数 15
4401 双亲 子树 3
4402 完全二叉树 二叉排序树 2
4403 叶子结点 右子树 31
4404 内存 折半查找 35
4405 算法 平衡二叉树 47
4406 B 树 8
4407 B 树 2
4408 关键字 折半查找 60
4409 叶子结点 子树 60
4410 关键字 叶子结点 60
4411 兄弟结点 指针 58
4412 生成树 子图 18
4413 连通图 算法 5
4414 算法 邻接矩阵 13
4415 最小生成树 数组 5
4416 邻接矩阵 数组 26
4417 生成树 普里姆算法 1
4418 最小生成树 集合 51
4419 克鲁斯卡尔算法 稀疏图 7
4420 普里姆算法 稠密图 7
4421 数据结构 表达式 13
4422 参数 深度 33
4423 数组 模式匹配 14
4424 数组 正则表达式 4
4425 检索 索引项 7
4426 索引表 稠密索引 1
4427 算法 索引表 1
4428 文件 迭代器 12
4429 迭代器 文件 6
4430 KMP算法 字符 9
4431 主串 指针 23
4432 哈希表 指针 10
4433 字符序列 输出 4
4434 赋值 空串 3
4435 哈希表 字符 4
4436 形式参数 散列 1
4437 输出 递归 17
4438 形式参数 数组 16
4439 实值参数 数组 17
4440 基地址 内存 7
4441 字符 布尔型 5
4442 编译 输出 60
4443 常量 程序 48
4444 空表 空树 1
4445 无向边 集合 1
4446 顶点 有向完全图 10
4447 子图 子集 6
4448 顶点 非连通图 11
4449 子图 有向图 6
4450 生成树 非连通图 3
4451 非连通图 生成森林 2
4452 出度 有向边 1
4453 稀疏图 稠密图 22
4454 稠密图 稀疏图 6
4455 稀疏图 邻接矩阵 7
4456 数据 邻接表 5
4457 十字链表 邻接多重表 6
4458 顶点 指针域 15
4459 图的遍历 顶点 17
4460 遍历 图的遍历 5
4461 图的遍历 深度优先遍历 5
4462 二叉树 顶点 2
4463 递归 顶点 22
4464 带权图 顶点 13
4465 顶点 检索 9
4466 广度优先遍历 遍历 60
4467 路径 排序 11
4468 活动 有向边 9
4469 前驱 活动 4
4470 顶点 拓扑排序 23
4471 元素 数据域 8
4472 进栈 指针 16
4473 拓扑排序 顶点 36
4474 顶点 AOV网 7
4475 赋值 修改 31
4476 数据 递归函数 1
4477 剪枝 深度优先遍历 4
4478 进栈 结点 29
4479 右孩子 出栈 8
4480 结点 栈顶 40
4481 右孩子 左孩子 60
4482 元素 左孩子 8
4483 进栈 输出 29
4484 元素 队尾 31
4485 队列 队头 26
4486 输入 出栈 9
4487 进栈 输入 1
4488 栈顶 出栈 53
4489 线性表 线性关系 1
4490 记录 折半查找 8
4491 折半查找 记录 10
4492 索引 稠密索引 8
4493 索引 顺序查找 6
4494 顺序文件 索引文件 6
4495 深度 记录 24
4496 B+树 平衡二叉树 9
4497 数据元素 索引 1
4498 数据元素 删除 11
4499 哈希表 邻接表 2
4500 数据结构 顶点 12
4501 前缀树 树形结构 3
4502 检索 字典 31
4503 内存地址 内存 60
4504 二叉树 哈夫曼编码 2
4505 出栈 参数 13
4506 数据类型 进栈 1
4507 数据类型 程序 26
4508 结构类型 参数 2
4509 进栈 编译 6
4510 编译 深度 8
4511 程序 指针 60
4512 迭代器 空指针 1
4513 修改 数据结构 6
4514 变量 操作数 55
4515 数组 关键字 41
4516 循环队列 入队 11
4517 出队 算法 8
4518 字符 常量 60
4519 赋值 字符 24
4520 常量 字符 49
4521 队头 队列 11
4522 子树 路径 19
4523 简单路径 记录 1
4524 回路 记录 2
4525 记录 回路 7
4526 入队 广度优先遍历 2
4527 记录 子树 32
4528 连通图 最小生成树 21
4529 输入 连通图 5
4530 顶点 克鲁斯卡尔算法 6
4531 最小生成树 克鲁斯卡尔算法 32
4532 删除 生成树 8
4533 数学归纳法 克鲁斯卡尔算法 6
4534 内部排序 算法 11
4535 算法 希尔排序 15
4536 折半插入排序 时间复杂度 7
4537 直接插入排序 线性表 1
4538 排序 线性表 3
4539 折半插入排序 关键字 1
4540 算法 折半插入排序 4
4541 直接插入排序 元素 32
4542 希尔排序 顺序表 1
4543 最短路径 背包问题 2
4544 邻接表 有向图 35
4545 拓扑排序 算法 56
4546 输出 顶点 41
4547 记录 邻接点 6
4548 文件 顶点 5
4549 归并排序 败者树 3
4550 程序 归并排序 5
4551 败者树 程序 5
4552 败者树 内存 5
4553 叶子结点 操作数 2
4554 路径 迪杰斯特拉算法 2
4555 最短路径 负权回路 6
4556 迪杰斯特拉算法 顶点 29
4557 输入 负权回路 1
4558 负权边 负权回路 1
4559 算法 负权回路 19
4560 负权回路 算法 7
4561 最短路径 前驱 18
4562 算法 优先队列 22
4563 迪杰斯特拉算法 优先队列 5
4564 稀疏图 迪杰斯特拉算法 1
4565 二叉堆 时间复杂度 8
4566 动态规划法 记录 4
4567 回文串 时间复杂度 3
4568 子串 遍历 5
4569 变量 回文串 1
4570 字符 回文串 22
4571 删除 栈底 8
4572 后进先出 线性表 6
4573 删除 出栈 18
4574 栈顶 赋值 10
4575 数组 栈底 6
4576 插入 栈顶 20
4577 链式存储结构 链栈 9
4578 栈顶 头结点 4
4579 链栈 头结点 7
4580 空表 链栈 1
4581 链栈 算法 2
4582 元素 指针域 8
4583 元素 链栈 4
4584 算法 斐波那契数列 6
4585 参数 出栈 15
4586 后缀表示 运算符 1
4587 表达式 后缀表示 4
4588 输出 进栈 23
4589 空栈 出栈 3
4590 输出 栈顶 18
4591 字符 进栈 10
4592 字符 出栈 5
4593 表达式 进栈 18
4594 插入 引用 6
4595 字符串 引用 60
4596 赋值 文件 5
4597 字符串 编译 46
4598 编译 字符串 40
4599 编码 参数 37
4600 伸展树 数据结构 6
4601 数组 左孩子 4
4602 斐波那契数列 递归 42
4603 深度 数组 23
4604 根结点 修改 9
4605 子树 修改 6
4606 负权回路 输出 6
4607 算法 入队 7
4608 先进先出 顶点 1
4609 入队 程序 2
4610 数组 入队 6
4611 入队 负权回路 2
4612 字符 顺序存储结构 1
4613 递归函数 参数 14
4614 双向链表 队列 11
4615 最优二叉树 结点 3
4616 结点 最优二叉树 6
4617 完全二叉树 最优二叉树 7
4618 叶子结点 哈夫曼编码 9
4619 遍历 深度 23
4620 索引 冲突 27
4621 数据元素 字符 2
4622 主串 模式串 56
4623 主串 字符 60
4624 单源最短路径 算法 45
4625 编码 数据结构 6
4626 算法 哈夫曼编码 3
4627 希尔排序 数组 29
4628 深度 算法 60
4629 运算符 编译 27
4630 内存 运算符 12
4631 函数名 形式参数 20
4632 编译 函数名 34
4633 字典 哈希函数 2
4634 字典 赋值 10
4635 散列 数据类型 16
4636 树形动态规划 叶子结点 1
4637 静态链表 顺序表 1
4638 静态链表 单向链表 3
4639 静态链表 程序 3
4640 静态链表 内存 6
4641 数据 折半查找 7
4642 深度 程序 21
4643 平衡二叉排序树 深度 3
4644 平衡二叉树 结点 60
4645 元素 平衡二叉树 3
4646 左子树 深度 60
4647 深度 父结点 12
4648 背包问题 伪代码 9
4649 修改 路径 60
4650 记录 修改 60
4651 双端队列 检索 3
4652 文件 常量 60
4653 祖先 元素 34
4654 元素 祖先 22
4655 入队 数据 10
4656 出队 出栈 2
4657 进栈 入队 6
4658 数据域 后继 3
4659 输出 链表 27
4660 字典 集合 50
4661 字典 删除 39
4662 快速排序 折半查找 5
4663 时间复杂度 归并排序 7
4664 快速排序 指针 7
4665 折半查找 递归 20
4666 算法 折半查找 39
4667 数据结构 递归 16
4668 分治法 二叉树 3
4669 结点 外部结点 9
4670 顶点 二叉树 1
4671 深度 右子树 59
4672 排序 折半查找 15
4673 队列 内存 60
4674 结点 出队 24
4675 队尾指针 指针 2
4676 赋值 队列 8
4677 队头 数据 4
4678 数据 队头 1
4679 冲突 程序 4
4680 冲突 修改 16
4681 指针域 数据域 1
4682 折半查找 算法 60
4683 有序表 插入 21
4684 散列 链地址法 31
4685 数组 单向链表 29
4686 链地址法 哈希表 19
4687 散列 单向链表 13
4688 文件 询问 11
4689 输入 映像 2
4690 线性探测 再哈希法 10
4691 元素 哈希函数 50
4692 冲突 线性探测 27
4693 前缀树 字符串 19
4694 集合 子串 8
4695 插入 空间复杂度 2
4696 前缀树 字符 7
4697 集合 字符 16
4698 拓扑排序 AOV网 6
4699 引用 拓扑排序 1
4700 入度 结点 20
4701 拓扑排序 队列 7
4702 有向图 链表 4
4703 链表 入度 2
4704 输出 有向图 7
4705 哈希函数 算法 30
4706 字符串 哈希函数 24
4707 散列 除留余数法 5
4708 字符 散列 26
4709 符号表 查找表 1
4710 数组 冲突 29
4711 线性探测 数组 9
4712 哈希表 插入 54
4713 编译 哈希函数 1
4714 数据结构 查找效率 1
4715 输入 删除 21
4716 队列 检索 9
4717 割点 无向图 8
4718 无向图 递归 1
4719 无向边 结点 10
4720 森林 邻接表 1
4721 结点 进栈 60
4722 栈顶 结点 60
4723 割点 结点 23
4724 实值参数 进栈 5
4725 出栈 指针 8
4726 数据 正则表达式 11
4727 满二叉树 深度 30
4728 字符串 正确性 3
4729 平均查找长度 检索 17
4730 结点 哨兵 12
4731 元素 哨兵 6
4732 查找表 时间复杂度 2
4733 折半查找 查找表 5
4734 排序 查找表 1
4735 查找表 深度 1
4736 哈希地址 查找效率 2
4737 哈希函数 除留余数法 5
4738 查找表 元素 19
4739 冲突 记录 22
4740 开放地址 哈希表 10
4741 开放地址 线性探测 4
4742 散列 哈希地址 24
4743 线性探测 哈希地址 7
4744 记录 头指针 4
4745 链地址法 伪代码 1
4746 链地址法 查找效率 1
4747 链地址法 检索 3
4748 查找效率 哈希表 1
4749 查找表 哈希表 1
4750 数组 基数排序 8
4751 基数排序 数组 15
4752 基数排序 快速排序 7
4753 基数排序 变量 1
4754 内存 基数排序 1
4755 基数排序 参数 1
4756 基数排序 算法 60
4757 修改 快速排序 2
4758 常量 数组 40
4759 元素 基数排序 8
4760 修改 取模 1
4761 路径 元素 18
4762 冲突 变量 12
4763 参数 可读性 11
4764 字符串 可读性 6
4765 记录 参数 35
4766 修改 输入 31
4767 映像 内存 15
4768 映像 程序 42
4769 映像 输出 6
4770 输出 映像 6
4771 路径 映像 5
4772 映像 路径 4
4773 引用 映像 3
4774 删除 映像 7
4775 快速排序 分治法 28
4776 堆排序 数据结构 25
4777 时间复杂度 计数排序 6
4778 数据 桶排序 13
4779 基数排序 空间复杂度 9
4780 主函数 整型 1
4781 主函数 编译 5
4782 主函数 参数 20
4783 输出 常量 7
4784 二维数组 参数 12
4785 主函数 输出 8
4786 遍历 字符 37
4787 整型 元素 19
4788 图的遍历 算法 20
4789 多源最短路径 算法 3
4790 顶点 迪杰斯特拉算法 12
4791 数据 空表 15
4792 索引 运算符 6
4793 字典 字符 19
4794 编码 数组 52
4795 内存 编码 48
4796 整型 字符 20
4797 编码 修改 30
4798 参数 编码 60
4799 编码 检索 10
4800 最小生成树 路径 6
4801 赋值 算法 7
4802 文件 原子类型 2
4803 整型 布尔型 5
4804 变量名 函数名 17
4805 字符型 索引 2
4806 链表 索引 25
4807 最短路径 广度优先遍历 10
4808 文件 赋值 12
4809 平衡因子 结点 40
4810 排序 平衡二叉树 2
4811 删除 叶子结点 60
4812 字符序列 字符 15
4813 编译 路径 27
4814 数据 活动 23
4815 插入 修改 60
4816 二维数组 字符串 8
4817 二维数组 路径 4
4818 字符串 路径 16
4819 字符 二维数组 1
4820 路径 遍历 34
4821 字典 结构类型 1
4822 关键字 字典 14
4823 字典 参数 30
4824 线性结构 递归 1
4825 二叉树 空指针 7
4826 遍历 线索二叉树 16
4827 变量 数据结构 18
4828 赋值 变量名 18
4829 赋值 程序 19
4830 数组 参数 60
4831 参数 赋值语句 3
4832 压栈 数据 4
4833 输入 双向链表 8
4834 排序 双向链表 20
4835 二叉树 父结点 36
4836 B树 右子树 5
4837 B树 内存 13
4838 子树 关键字 60
4839 折半查找 关键字 23
4840 折半查找 B树 19
4841 删除 兄弟结点 60
4842 B+树 折半查找 3
4843 关键字 稠密索引 6
4844 B+树 兄弟结点 10
4845 修改 兄弟结点 10
4846 B+树 叶子结点 60
4847 B+树 链表 18
4848 无向图 连通图 19
4849 生成树 记录 1
4850 单向链表 排序 5
4851 程序 时间复杂度 60
4852 递归 常量 3
4853 选择排序 插入排序 16
4854 变量 整型 37
4855 队尾 插入 22
4856 队头 删除 11
4857 循环队列 引用 1
4858 索引 左孩子 21
4859 左孩子 索引 17
4860 堆排序 完全二叉树 8
4861 数据 兄弟结点 15
4862 开放定址法 哈希表 9
4863 顺序表 顺序查找 6
4864 线性探测 算法 3
4865 程序 冲突 17
4866 线性探测 记录 2
4867 哈希表 头指针 16
4868 插入 单向链表 22
4869 链地址法 装填因子 16
4870 关键字 链地址法 2
4871 开放定址法 链地址法 18
4872 冲突 平均查找长度 13
4873 链地址法 结点 25
4874 装填因子 结点 3
4875 链地址法 指针域 8
4876 开放地址 检索 14
4877 链地址法 指针 6
4878 集合 哈希地址 2
4879 平方取中法 哈希地址 6
4880 移位叠加 哈希地址 7
4881 开放地址 冲突 13
4882 头指针 哈希表 5
4883 链地址法 插入 9
4884 文件 结点 60
4885 优先队列 队列 32
4886 二叉堆 元素 23
4887 根结点 二叉堆 2
4888 线性结构 数据 9
4889 树形结构 数据 25
4890 数据类型 整型 21
4891 数据 浮点型 10
4892 布尔型 数据 4
4893 枚举型 数据 3
4894 枚举型 变量 11
4895 频度 索引 13
4896 条件语句 索引 9
4897 数据 出栈 14
4898 链表 栈顶 8
4899 数据元素 入队 4
4900 数据 出队 5
4901 队头元素 出队 6
4902 队列 队头元素 16
4903 排序 根结点 11
4904 数组 堆排序 22
4905 取模 遍历 1
4906 符号表 数据 5
4907 符号表 文件 10
4908 符号表 内存 4
4909 内存 符号表 2
4910 变量名 参数 10
4911 变量名 整型 1
4912 出栈 时间复杂度 5
4913 进栈 队列 5
4914 进栈 遍历 12
4915 栈底 数组 6
4916 队列 记录 16
4917 输出 最短路径 16
4918 双向链表 头指针 2
4919 双向链表 双向循环链表 6
4920 删除 尾结点 3
4921 双向链表 遍历 14
4922 链表 进栈 2
4923 元素 整型 15
4924 指针 栈底 8
4925 栈顶指针 指针 6
4926 栈顶指针 出栈 3
4927 程序 进栈 8
4928 进栈 程序 11
4929 输入 斐波那契数列 5
4930 数学归纳法 递归算法 3
4931 递归 压栈 11
4932 数据结构 迪杰斯特拉算法 2
4933 算法 稠密图 8
4934 强连通分量 割点 5
4935 深度优先遍历 子树 11
4936 无向图 深度优先遍历 30
4937 连通分量 无向图 9
4938 链表 有向图 1
4939 子串 结点 8
4940 字符 子树 4
4941 枚举法 后缀树 1
4942 红黑树 B 1
4943 深度 数据结构 4
4944 检索 前缀树 6
4945 优先队列 数据 8
4946 优先队列 时间复杂度 10
4947 优先队列 插入 12
4948 数据 正确性 32
4949 整型 字符串 23
4950 头结点 尾结点 24
4951 递归算法 空间复杂度 5
4952 前驱 指针 22
4953 前驱 单向链表 5
4954 顺序栈 数组 10
4955 算法 栈顶 3
4956 修改 子图 2
4957 叶子结点 顶点 1
4958 汉诺塔问题 递归 12
4959 二维数组 最短路径 3
4960 时间复杂度 弗洛伊德算法 2
4961 模拟退火算法 旅行商问题 19
4962 旅行商问题 遍历 11
4963 旅行商问题 NPC问题 8
4964 模拟退火算法 路径 12
4965 查找效率 枚举法 1
4966 顺序表 编译 2
4967 顺序表 删除 30
4968 头插法 链表 6
4969 输入 二叉树 54
4970 数组 直接插入排序 7
4971 变量 出栈 11
4972 内存 原子类型 1
4973 布尔型 引用 1
4974 后进先出 集合 3
4975 先进先出 集合 3
4976 深度 查找效率 20
4977 右子树 平衡二叉树 27
4978 结点 最小不平衡子树 15
4979 右孩子 左子树 10
4980 左孩子 右子树 9
4981 根结点 右孩子 57
4982 右子树 插入 52
4983 单向链表 数据结构 8
4984 结点 引用 60
4985 AC自动机 记录 1
4986 赋值 编译 30
4987 数据 内存地址 26
4988 赋值 内存地址 9
4989 表达式 右子树 1
4990 二叉树 运算符 2
4991 元素 表达式 23
4992 归并排序 堆排序 11
4993 选择排序 输入 2
4994 桶排序 内存 7
4995 函数名 关键字 4
4996 主函数 数组 9
4997 符号表 输出 6
4998 符号表 变量 15
4999 编译 符号表 27
5000 符号表 记录 5
5001 元素 编译 11
5002 变量 符号表 8
5003 索引 递归 6
5004 先进先出 存储结构 2
5005 循环队列 参数 9
5006 循环队列 数组 20
5007 队头指针 队尾指针 17
5008 入队 队尾指针 4
5009 数组 循环队列 14
5010 头结点 入队 5
5011 删除 队尾 10
5012 内存 出队 4
5013 头结点 链域 3
5014 尾结点 链域 1
5015 循环链表 头结点 20
5016 内存 邻接矩阵 11
5017 线性结构 排序 1
5018 关键字 数据结构 10
5019 引用 链表 16
5020 循环语句 运算符 1
5021 变量 运算符 31
5022 二叉排序树 遍历 13
5023 二叉树 删除 45
5024 删除 孩子结点 35
5025 变量 确定性 29
5026 内存 结构类型 1
5027 排序 修改 14
5028 元素 单向链表 15
5029 内存 存储结构 16
5030 三元组 抽象数据类型 3
5031 根结点 森林 14
5032 稀疏图 算法 7
5033 最小费用流问题 数据 1
5034 字符 空串 9
5035 中缀表达式 运算符 16
5036 输出 表达式 51
5037 后继 运算符 1
5038 运算符 输出 20
5039 数组 顺序栈 5
5040 记录 反向索引 2
5041 倒排文件 输出 1
5042 数据类型 字典 13
5043 整型 散列 2
5044 哈希表 负载因子 20
5045 操作数 函数名 1
5046 表达式 指针 18
5047 深度 深度优先遍历 5
5048 二维数组 结点 9
5049 邻接点 邻接表 4
5050 父结点 孩子结点 27
5051 链队列 头指针 1
5052 空队列 插入 2
5053 入队 删除 8
5054 顺序栈 队列 8
5055 递归 二叉树 57
5056 B+树 检索 60
5057 数据 B树 60
5058 编译 条件语句 2
5059 引用 编译 60
5060 记录 程序 59
5061 编译 参数列表 3
5062 编译 模式匹配 3
5063 深度优先遍历 无向图 7
5064 深度优先遍历 父结点 1
5065 有向图 深度优先遍历 27
5066 输入 子集 26
5067 程序 等价类 31
5068 内存 队列 42
5069 循环链表 循环队列 1
5070 入队 先进先出 2
5071 队列 排序 55
5072 有序表 元素 25
5073 归并排序 数组 41
5074 空间复杂度 数组 16
5075 链表 关键字 30
5076 表插入排序 排序 1
5077 表插入排序 记录 3
5078 深度优先遍历 森林 4
